position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_query_rows,live_typeform_urls,combined_typeform_urls,scan_mode,homepage_url,robots_status,http_status,pages_checked,live_email_candidates,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,corporate_exclusion_reason,site_contact_candidate_emails,parent_company_emails,legal_emails,third_party_emails,unverified_emails,verification_eligible_emails,verification_exclusion_reason,scan_notes,email_verification,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
33940,>30M,balancedgrowthfinancial.com,yes,,,0,0,https://form.typeform.com/to/IJVwBFF3,https://form.typeform.com/to/IJVwBFF3,homepage_fallback,https://balancedgrowthfinancial.com/,fallback_not_checked,200,0,info@balancedgrowthfinancial.com,,info@balancedgrowthfinancial.com,showing_email_candidates,not_flagged,,info@balancedgrowthfinancial.com,,,,,info@balancedgrowthfinancial.com,,homepage_only_fallback,info@balancedgrowthfinancial.com=unknown (rate_limited),,,,info@balancedgrowthfinancial.com,valid=0; invalid=0; risky=0; unknown=1
33945,>30M,elitesmgmt.com,no,,,0,0,https://embed.typeform.com/,https://embed.typeform.com/,homepage_fallback,https://elitesmgmt.com/,fallback_not_checked,200,0,example@example.com ; office@elitesmgmt.com,,example@example.com ; office@elitesmgmt.com,showing_email_candidates,not_flagged,,office@elitesmgmt.com,,,,example@example.com,office@elitesmgmt.com,,homepage_only_fallback,office@elitesmgmt.com=unknown (rate_limited),,,,office@elitesmgmt.com,valid=0; invalid=0; risky=0; unknown=1
33971,>30M,hormigonesvidal.com,no,,,0,0,,,homepage_fallback,https://hormigonesvidal.com/,fallback_not_checked,200,0,info@hormigonesvidal.com,,info@hormigonesvidal.com,showing_email_candidates,not_flagged,,info@hormigonesvidal.com,,,,,info@hormigonesvidal.com,,homepage_only_fallback,info@hormigonesvidal.com=unknown (rate_limited),,,,info@hormigonesvidal.com,valid=0; invalid=0; risky=0; unknown=1
33983,>30M,fuelrgrowth.com,no,,,0,0,,,homepage_fallback,https://fuelrgrowth.com/,fallback_not_checked,200,0,amine@fuelrgrowth.com ; flags@2x.png ; support@fuelrgrowth.com,,amine@fuelrgrowth.com ; flags@2x.png ; support@fuelrgrowth.com,showing_email_candidates,not_flagged,,support@fuelrgrowth.com,,,,amine@fuelrgrowth.com ; flags@2x.png,support@fuelrgrowth.com,,homepage_only_fallback,support@fuelrgrowth.com=unknown (rate_limited),,,,support@fuelrgrowth.com,valid=0; invalid=0; risky=0; unknown=1
33985,>30M,miswakaljoud.com,no,,,0,0,,,homepage_fallback,http://miswakaljoud.com/,fallback_not_checked,200,0,info@miswakaljoud.com ; info@zidcode.com,,info@miswakaljoud.com ; info@zidcode.com,showing_email_candidates,not_flagged,,info@miswakaljoud.com,,,,info@zidcode.com,info@miswakaljoud.com,,homepage_only_fallback ; SSLError,info@miswakaljoud.com=unknown (rate_limited),,,,info@miswakaljoud.com,valid=0; invalid=0; risky=0; unknown=1
33992,>30M,lumifusionenergy.com,no,,,0,0,,,homepage_fallback,https://lumifusionenergy.com/,fallback_not_checked,200,0,01f4e4b2f4dabe52df620c5ec51ed4ea@2x.jpeg ; 23a963cb81a775eeb699584853679ae4@2x.jpeg ; 267c6b0e9ed1807a2ab92278d5017db0@2x.png ; 2f780937acdf06662b982973f4e1d9f9@2x.jpeg ; 7409a0375ed7328bce82ef76da878465@2x.jpeg ; ebc500a6b8ea19a447c3f680a260fef4@2x.png ; service@lumifusionenergy.com,,01f4e4b2f4dabe52df620c5ec51ed4ea@2x.jpeg ; 23a963cb81a775eeb699584853679ae4@2x.jpeg ; 267c6b0e9ed1807a2ab92278d5017db0@2x.png ; 2f780937acdf06662b982973f4e1d9f9@2x.jpeg ; 7409a0375ed7328bce82ef76da878465@2x.jpeg ; ebc500a6b8ea19a447c3f680a260fef4@2x.png ; service@lumifusionenergy.com,showing_email_candidates,not_flagged,,service@lumifusionenergy.com,,,,01f4e4b2f4dabe52df620c5ec51ed4ea@2x.jpeg ; 23a963cb81a775eeb699584853679ae4@2x.jpeg ; 267c6b0e9ed1807a2ab92278d5017db0@2x.png ; 2f780937acdf06662b982973f4e1d9f9@2x.jpeg ; 7409a0375ed7328bce82ef76da878465@2x.jpeg ; ebc500a6b8ea19a447c3f680a260fef4@2x.png,service@lumifusionenergy.com,,homepage_only_fallback,service@lumifusionenergy.com=unknown (rate_limited),,,,service@lumifusionenergy.com,valid=0; invalid=0; risky=0; unknown=1
34021,>30M,chasseurimmo-marrakech.com,yes,,,0,0,https://form.typeform.com/to/KdUBQtUJ,https://form.typeform.com/to/KdUBQtUJ,homepage_fallback,https://chasseurimmo-marrakech.com/,fallback_not_checked,200,0,contact@chasseurimmo-marrakech.com,,contact@chasseurimmo-marrakech.com,showing_email_candidates,not_flagged,,contact@chasseurimmo-marrakech.com,,,,,contact@chasseurimmo-marrakech.com,,homepage_only_fallback,contact@chasseurimmo-marrakech.com=invalid (no_mx),,contact@chasseurimmo-marrakech.com,,,valid=0; invalid=1; risky=0; unknown=0
34030,>30M,hutchinsonchange.com,yes,,,0,0,https://sjehutch.typeform.com/to/CAjoDaWb,https://sjehutch.typeform.com/to/CAjoDaWb,homepage_fallback,https://hutchinsonchange.com/,fallback_not_checked,200,0,hello@hutchinsonchange.com,,hello@hutchinsonchange.com,showing_email_candidates,not_flagged,,hello@hutchinsonchange.com,,,,,hello@hutchinsonchange.com,,homepage_only_fallback,hello@hutchinsonchange.com=invalid (no_mx),,hello@hutchinsonchange.com,,,valid=0; invalid=1; risky=0; unknown=0
34047,>30M,tensrgrid.com,no,,,0,0,,,homepage_fallback,https://tensrgrid.com/,fallback_not_checked,200,0,hello@tensrgrid.com,,hello@tensrgrid.com,showing_email_candidates,not_flagged,,hello@tensrgrid.com,,,,,hello@tensrgrid.com,,homepage_only_fallback,hello@tensrgrid.com=invalid (disposable),,hello@tensrgrid.com,,,valid=0; invalid=1; risky=0; unknown=0
34050,>30M,omnishirt.cz,no,,,0,0,,,homepage_fallback,https://www.omnishirt.cz/,fallback_not_checked,200,0,support@omnishirt.cz,,support@omnishirt.cz,showing_email_candidates,not_flagged,,support@omnishirt.cz,,,,,support@omnishirt.cz,,homepage_only_fallback,support@omnishirt.cz=unknown (rate_limited),,,,support@omnishirt.cz,valid=0; invalid=0; risky=0; unknown=1
34053,>30M,giesinger-kuechen.de,yes,,,0,0,https://kmg-zumbrock.typeform.com/to/jVvLMYmT,https://kmg-zumbrock.typeform.com/to/jVvLMYmT,homepage_fallback,https://giesinger-kuechen.de/,fallback_not_checked,200,0,info@giesinger-kuechen.de,,info@giesinger-kuechen.de,showing_email_candidates,not_flagged,,info@giesinger-kuechen.de,,,,,info@giesinger-kuechen.de,,homepage_only_fallback,info@giesinger-kuechen.de=unknown (rate_limited),,,,info@giesinger-kuechen.de,valid=0; invalid=0; risky=0; unknown=1
34064,>30M,martin-albinus.de,no,,,0,0,,,homepage_fallback,https://martin-albinus.de/,fallback_not_checked,200,0,info@martin-albinus.de,,info@martin-albinus.de,showing_email_candidates,not_flagged,,info@martin-albinus.de,,,,,info@martin-albinus.de,,homepage_only_fallback,info@martin-albinus.de=unknown (rate_limited),,,,info@martin-albinus.de,valid=0; invalid=0; risky=0; unknown=1
34068,>30M,gleamai.dev,no,,,0,0,,,homepage_fallback,https://gleamai.dev/,fallback_not_checked,200,0,sales@gleamai.dev ; support@gleamai.dev,,sales@gleamai.dev ; support@gleamai.dev,showing_email_candidates,not_flagged,,sales@gleamai.dev ; support@gleamai.dev,,,,,sales@gleamai.dev ; support@gleamai.dev,,homepage_only_fallback,sales@gleamai.dev=unknown (rate_limited) ; support@gleamai.dev=unknown (rate_limited),,,,sales@gleamai.dev ; support@gleamai.dev,valid=0; invalid=0; risky=0; unknown=2
34092,>30M,labstudio.fit,no,,,0,0,,,homepage_fallback,https://labstudio.fit/,fallback_not_checked,200,0,info@labstudio.fit ; john@example.com,,info@labstudio.fit ; john@example.com,showing_email_candidates,not_flagged,,info@labstudio.fit,,,,john@example.com,info@labstudio.fit,,homepage_only_fallback,info@labstudio.fit=unknown (rate_limited),,,,info@labstudio.fit,valid=0; invalid=0; risky=0; unknown=1
34111,>30M,prod-ecov.daft-web.fr,yes,,,0,0,https://covoiture.typeform.com/to/VjDFWb,https://covoiture.typeform.com/to/VjDFWb,homepage_fallback,https://www.prod-ecov.daft-web.fr/,fallback_not_checked,200,0,support@covoitici.fr ; support@www.prod-ecov.daft-web.fr,,support@covoitici.fr ; support@www.prod-ecov.daft-web.fr,showing_email_candidates,not_flagged,,support@www.prod-ecov.daft-web.fr,,,,support@covoitici.fr,support@www.prod-ecov.daft-web.fr,,homepage_only_fallback,support@www.prod-ecov.daft-web.fr=unknown (rate_limited),,,,support@www.prod-ecov.daft-web.fr,valid=0; invalid=0; risky=0; unknown=1
34228,>30M,ordinulsfinteielena.org,no,,,0,0,,,homepage_fallback,https://ordinulsfinteielena.org/,fallback_not_checked,200,0,contact@ordinulsfinteielea.org ; contact@ordinulsfinteielena.org ; info@zegen.com,,contact@ordinulsfinteielea.org ; contact@ordinulsfinteielena.org ; info@zegen.com,showing_email_candidates,not_flagged,,contact@ordinulsfinteielena.org,,,,contact@ordinulsfinteielea.org ; info@zegen.com,contact@ordinulsfinteielena.org,,homepage_only_fallback,contact@ordinulsfinteielena.org=invalid (mailbox_not_found),,contact@ordinulsfinteielena.org,,,valid=0; invalid=1; risky=0; unknown=0
34289,>30M,cedarhill.vc,yes,,,0,0,https://form.typeform.com/to/EItPHJlp,https://form.typeform.com/to/EItPHJlp,homepage_fallback,https://cedarhill.vc/,fallback_not_checked,200,0,media@cedarhill.vc,,media@cedarhill.vc,showing_email_candidates,not_flagged,,media@cedarhill.vc,,,,,media@cedarhill.vc,,homepage_only_fallback,media@cedarhill.vc=unknown (rate_limited),,,,media@cedarhill.vc,valid=0; invalid=0; risky=0; unknown=1
34306,>30M,buildorado.io,no,,,0,0,,,homepage_fallback,https://buildorado.io/,fallback_not_checked,200,0,security@buildorado.io ; support@buildorado.io,,security@buildorado.io ; support@buildorado.io,showing_email_candidates,not_flagged,,support@buildorado.io,,,,security@buildorado.io,support@buildorado.io,,homepage_only_fallback,support@buildorado.io=unknown (rate_limited),,,,support@buildorado.io,valid=0; invalid=0; risky=0; unknown=1
34308,>30M,alutaras.pl,yes,,,0,0,https://angebot.typeform.com/to/ipD7UbMo,https://angebot.typeform.com/to/ipD7UbMo,homepage_fallback,https://alutaras.pl/,fallback_not_checked,200,0,info@alutaras.pl,,info@alutaras.pl,showing_email_candidates,not_flagged,,info@alutaras.pl,,,,,info@alutaras.pl,,homepage_only_fallback,info@alutaras.pl=unknown (rate_limited),,,,info@alutaras.pl,valid=0; invalid=0; risky=0; unknown=1
34313,>30M,certiqo.ai,yes,,,0,0,https://form.typeform.com/to/GRdP1uNs,https://form.typeform.com/to/GRdP1uNs,homepage_fallback,https://certiqo.ai/,fallback_not_checked,200,0,info@certiqo.ai,,info@certiqo.ai,showing_email_candidates,not_flagged,,info@certiqo.ai,,,,,info@certiqo.ai,,homepage_only_fallback,info@certiqo.ai=unknown (rate_limited),,,,info@certiqo.ai,valid=0; invalid=0; risky=0; unknown=1
34324,>30M,newvanguard.art,no,,,0,0,,,homepage_fallback,https://www.newvanguard.art/,fallback_not_checked,200,0,info@newvanguard.art,,info@newvanguard.art,showing_email_candidates,not_flagged,,info@newvanguard.art,,,,,info@newvanguard.art,,ConnectionError ; homepage_only_fallback,info@newvanguard.art=unknown (rate_limited),,,,info@newvanguard.art,valid=0; invalid=0; risky=0; unknown=1
34327,>30M,raumausstattung-caspian.at,no,,,0,0,,,homepage_fallback,https://raumausstattung-caspian.at/,fallback_not_checked,200,0,info@raumausstattung-caspian.at,,info@raumausstattung-caspian.at,showing_email_candidates,not_flagged,,info@raumausstattung-caspian.at,,,,,info@raumausstattung-caspian.at,,homepage_only_fallback,info@raumausstattung-caspian.at=unknown (rate_limited),,,,info@raumausstattung-caspian.at,valid=0; invalid=0; risky=0; unknown=1
34330,>30M,almostfrenchpatisserie.com.au,no,,,0,0,,,homepage_fallback,https://almostfrenchpatisserie.com.au/,fallback_not_checked,200,0,sales@almostfrenchpatisserie.com.au,,sales@almostfrenchpatisserie.com.au,showing_email_candidates,not_flagged,,sales@almostfrenchpatisserie.com.au,,,,,sales@almostfrenchpatisserie.com.au,,homepage_only_fallback,sales@almostfrenchpatisserie.com.au=unknown (rate_limited),,,,sales@almostfrenchpatisserie.com.au,valid=0; invalid=0; risky=0; unknown=1
34335,>30M,servfaces.bg,no,,,0,0,,,homepage_fallback,https://servfaces.bg/,fallback_not_checked,200,0,info@servfaces.bg,,info@servfaces.bg,showing_email_candidates,not_flagged,,info@servfaces.bg,,,,,info@servfaces.bg,,homepage_only_fallback,info@servfaces.bg=unknown (rate_limited),,,,info@servfaces.bg,valid=0; invalid=0; risky=0; unknown=1
34360,>30M,springdalefamilydental.ca,yes,,,0,0,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/BQO9AXNE,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/BQO9AXNE,homepage_fallback,https://springdalefamilydental.ca/,fallback_not_checked,200,0,info@springdalefamilydental.ca,,info@springdalefamilydental.ca,showing_email_candidates,not_flagged,,info@springdalefamilydental.ca,,,,,info@springdalefamilydental.ca,,homepage_only_fallback,info@springdalefamilydental.ca=unknown (rate_limited),,,,info@springdalefamilydental.ca,valid=0; invalid=0; risky=0; unknown=1
34395,>30M,theoutdoormanor.com,no,,,0,0,,,homepage_fallback,https://theoutdoormanor.com/,fallback_not_checked,200,0,support@theoutdoormanor.com,,support@theoutdoormanor.com,showing_email_candidates,not_flagged,,support@theoutdoormanor.com,,,,,support@theoutdoormanor.com,,homepage_only_fallback,support@theoutdoormanor.com=unknown (rate_limited),,,,support@theoutdoormanor.com,valid=0; invalid=0; risky=0; unknown=1
34406,>30M,lotumgin.com,no,,,0,0,,,homepage_fallback,https://lotumgin.com/,fallback_not_checked,200,0,gsap@3.14.1 ; info@lotumgin.com,,gsap@3.14.1 ; info@lotumgin.com,showing_email_candidates,not_flagged,,info@lotumgin.com,,,,gsap@3.14.1,info@lotumgin.com,,homepage_only_fallback,info@lotumgin.com=unknown (rate_limited),,,,info@lotumgin.com,valid=0; invalid=0; risky=0; unknown=1
34469,>30M,rufoparedes.com,no,,,0,0,,,homepage_fallback,https://rufoparedes.com/,fallback_not_checked,200,0,info@rufoparedes.com,,info@rufoparedes.com,showing_email_candidates,not_flagged,,info@rufoparedes.com,,,,,info@rufoparedes.com,,homepage_only_fallback,info@rufoparedes.com=unknown (rate_limited),,,,info@rufoparedes.com,valid=0; invalid=0; risky=0; unknown=1
34475,>30M,patientflow.cz,no,,,0,0,https://2i4hx67bk7j.typeform.com/,https://2i4hx67bk7j.typeform.com/,homepage_fallback,https://patientflow.cz/,fallback_not_checked,200,0,info@patientflow.cz,,info@patientflow.cz,showing_email_candidates,not_flagged,,info@patientflow.cz,,,,,info@patientflow.cz,,homepage_only_fallback,info@patientflow.cz=unknown (rate_limited),,,,info@patientflow.cz,valid=0; invalid=0; risky=0; unknown=1
34479,>30M,leo-loft.de,yes,,,0,0,https://form.typeform.com/to/SIg8hocm,https://form.typeform.com/to/SIg8hocm,homepage_fallback,https://leo-loft.de/,fallback_not_checked,200,0,info@leo-loft.de,,info@leo-loft.de,showing_email_candidates,not_flagged,,info@leo-loft.de,,,,,info@leo-loft.de,,homepage_only_fallback,info@leo-loft.de=unknown (rate_limited),,,,info@leo-loft.de,valid=0; invalid=0; risky=0; unknown=1
34483,>30M,ross-immobilienverwaltung.de,no,,,0,0,,,homepage_fallback,https://ross-immobilienverwaltung.de/,fallback_not_checked,200,0,info@ross-immobilienverwaltung.de,,info@ross-immobilienverwaltung.de,showing_email_candidates,not_flagged,,info@ross-immobilienverwaltung.de,,,,,info@ross-immobilienverwaltung.de,,homepage_only_fallback,info@ross-immobilienverwaltung.de=unknown (rate_limited),,,,info@ross-immobilienverwaltung.de,valid=0; invalid=0; risky=0; unknown=1
34498,>30M,builtineu.eu,no,,,0,0,,,homepage_fallback,https://builtineu.eu/,fallback_not_checked,200,0,info@builtineu.eu ; you@example.com ; you@yourcompany.eu,,info@builtineu.eu ; you@example.com ; you@yourcompany.eu,showing_email_candidates,not_flagged,,info@builtineu.eu,,,,you@example.com ; you@yourcompany.eu,info@builtineu.eu,,homepage_only_fallback,info@builtineu.eu=unknown (rate_limited),,,,info@builtineu.eu,valid=0; invalid=0; risky=0; unknown=1
34501,>30M,entreprisia.fr,yes,,,0,0,https://embed.typeform.com/ ; https://form.typeform.com/ ; https://form.typeform.com/to/KBPlirSA,https://embed.typeform.com/ ; https://form.typeform.com/ ; https://form.typeform.com/to/KBPlirSA,homepage_fallback,https://entreprisia.fr/,fallback_not_checked,200,0,contact@entreprisia.fr ; lucide@0.263.1,,contact@entreprisia.fr ; lucide@0.263.1,showing_email_candidates,not_flagged,,contact@entreprisia.fr,,,,lucide@0.263.1,contact@entreprisia.fr,,homepage_only_fallback,contact@entreprisia.fr=invalid (disposable),,contact@entreprisia.fr,,,valid=0; invalid=1; risky=0; unknown=0
34515,>30M,iwgroup.hu,yes,,,0,0,https://form.typeform.com/to/LxtcMHj5,https://form.typeform.com/to/LxtcMHj5,homepage_fallback,https://iwgroup.hu/,fallback_not_checked,200,0,info@iwgroup.hu,,info@iwgroup.hu,showing_email_candidates,not_flagged,,info@iwgroup.hu,,,,,info@iwgroup.hu,,homepage_only_fallback,info@iwgroup.hu=unknown (rate_limited),,,,info@iwgroup.hu,valid=0; invalid=0; risky=0; unknown=1
34516,>30M,rigport.hu,yes,,,0,0,https://form.typeform.com/to/OZ6BpgZa,https://form.typeform.com/to/OZ6BpgZa,homepage_fallback,https://rigport.hu/,fallback_not_checked,200,0,info@rigport.hu,,info@rigport.hu,showing_email_candidates,not_flagged,,info@rigport.hu,,,,,info@rigport.hu,,homepage_only_fallback,info@rigport.hu=unknown (rate_limited),,,,info@rigport.hu,valid=0; invalid=0; risky=0; unknown=1
34650,>30M,tinylungs.co,yes,,,0,0,https://form.typeform.com/to/zfDou1fG,https://form.typeform.com/to/zfDou1fG,homepage_fallback,https://tinylungs.co/,fallback_not_checked,200,0,info@tinylungs.co,,info@tinylungs.co,showing_email_candidates,not_flagged,,info@tinylungs.co,,,,,info@tinylungs.co,,homepage_only_fallback,info@tinylungs.co=unknown (rate_limited),,,,info@tinylungs.co,valid=0; invalid=0; risky=0; unknown=1
34661,>30M,xtnsion.ai,no,,,0,0,https://embed.typeform.com/,https://embed.typeform.com/,homepage_fallback,https://www.xtnsion.ai/,fallback_not_checked,200,0,alex@northstack.io ; aos@2.3.1 ; boosters-before-after-slider@1.0.1 ; info@xtnsion.ai ; james@shipcore.io,,alex@northstack.io ; aos@2.3.1 ; boosters-before-after-slider@1.0.1 ; info@xtnsion.ai ; james@shipcore.io,showing_email_candidates,not_flagged,,info@xtnsion.ai,,,,alex@northstack.io ; aos@2.3.1 ; boosters-before-after-slider@1.0.1 ; james@shipcore.io,info@xtnsion.ai,,homepage_only_fallback,info@xtnsion.ai=unknown (rate_limited),,,,info@xtnsion.ai,valid=0; invalid=0; risky=0; unknown=1
34668,>30M,portabox.au,no,,,0,0,https://embed.typeform.com/,https://embed.typeform.com/,homepage_fallback,https://portabox.au/,fallback_not_checked,200,0,sales@portabox.au,,sales@portabox.au,showing_email_candidates,not_flagged,,sales@portabox.au,,,,,sales@portabox.au,,homepage_only_fallback,sales@portabox.au=unknown (rate_limited),,,,sales@portabox.au,valid=0; invalid=0; risky=0; unknown=1
34694,>30M,shawneedental.ca,yes,,,0,0,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/AMn7VA2o,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/AMn7VA2o,homepage_fallback,https://shawneedental.ca/,fallback_not_checked,200,0,info@shawneedental.ca,,info@shawneedental.ca,showing_email_candidates,not_flagged,,info@shawneedental.ca,,,,,info@shawneedental.ca,,homepage_only_fallback,info@shawneedental.ca=unknown (rate_limited),,,,info@shawneedental.ca,valid=0; invalid=0; risky=0; unknown=1
34696,>30M,qr-cube.ch,yes,,,0,0,,,homepage_fallback,https://qr-cube.ch/,fallback_not_checked,200,0,info@qr-cube.ch,,info@qr-cube.ch,showing_email_candidates,not_flagged,,info@qr-cube.ch,,,,,info@qr-cube.ch,,homepage_only_fallback,info@qr-cube.ch=unknown (rate_limited),,,,info@qr-cube.ch,valid=0; invalid=0; risky=0; unknown=1
34712,>30M,nexuslanguageservices.com,yes,,,0,0,https://form.typeform.com/to/pmm6gJyq,https://form.typeform.com/to/pmm6gJyq,homepage_fallback,https://nexuslanguageservices.com/,fallback_not_checked,200,0,contactus@nexuslanguageservices.com ; recruitment@nexuslanguageservices.com,,contactus@nexuslanguageservices.com ; recruitment@nexuslanguageservices.com,showing_email_candidates,not_flagged,,recruitment@nexuslanguageservices.com,,,,contactus@nexuslanguageservices.com,recruitment@nexuslanguageservices.com,,homepage_only_fallback,recruitment@nexuslanguageservices.com=unknown (rate_limited),,,,recruitment@nexuslanguageservices.com,valid=0; invalid=0; risky=0; unknown=1
